ID,IS_HCP
117418,1
117419,1
117420,1
117421,1
117423,1
117425,1
117426,1
117428,1
117431,1
117432,1
117437,1
117439,1
117440,1
117442,1
117443,1
117445,1
117447,1
117450,1
117456,1
117459,1
117460,1
117461,1
117462,1
117463,1
117465,1
117468,1
117470,1
117471,1
117472,1
117473,1
117475,1
117477,1
117479,1
117482,1
117486,1
117488,1
117489,1
117491,1
117495,1
117496,1
117498,1
117499,1
117501,1
117502,1
117503,1
117506,1
117507,1
117509,1
117510,1
117511,1
117512,1
117513,1
117514,1
117515,1
117519,1
117521,1
117523,1
117524,1
117525,1
117526,1
117527,1
117533,1
117537,1
117539,1
117541,1
117542,1
117544,1
117545,1
117546,1
117547,1
117549,1
117550,1
117552,1
117553,1
117554,1
117555,1
117556,1
117557,1
117559,1
117561,1
117562,1
117568,1
117569,1
117570,1
117571,1
117576,1
117577,1
117578,1
117585,1
117588,1
117591,1
117593,1
117595,1
117598,1
117600,1
117602,1
117604,1
117607,1
117609,1
117610,1
117611,1
117612,1
117614,1
117615,1
117616,1
117617,1
117619,1
117620,1
117622,1
117623,1
117624,1
117628,1
117629,1
117631,1
117636,1
117637,1
117638,1
117640,1
117641,1
117643,1
117645,1
117646,1
117647,1
117648,1
117649,1
117650,1
117651,1
117652,1
117655,1
117656,1
117658,1
117659,1
117660,1
117661,1
117663,1
117664,1
117666,1
117667,1
117669,1
117674,1
117675,1
117678,1
117680,1
117683,1
117684,1
117685,1
117686,1
117689,1
117690,1
117692,1
117693,1
117697,1
117698,1
117700,1
117701,1
117703,1
117704,1
117707,1
117710,1
117712,1
117713,1
117717,1
117718,1
117719,1
117720,1
117721,1
117722,1
117725,1
117726,1
117727,1
117728,1
117729,1
117730,1
117731,1
117732,1
117733,1
117737,1
117738,1
117740,1
117742,1
117743,1
117744,1
117745,1
117746,1
117747,1
117748,1
117750,1
117752,1
117753,1
117754,1
117755,1
117757,1
117758,1
117759,1
117760,1
117763,1
117765,1
117766,1
117769,1
117770,1
117771,1
117772,1
117773,1
117775,1
117776,1
117779,1
117780,1
117781,1
117782,1
117784,1
117786,1
117787,1
117789,1
117790,1
117792,1
117793,1
117796,1
117804,1
117805,1
117807,1
117812,1
117814,1
117815,1
117817,1
117818,1
117819,1
117820,1
117823,1
117824,1
117825,1
117827,1
117828,1
117832,1
117833,1
117836,1
117839,1
117842,1
117844,1
117845,1
117846,1
117847,1
117848,1
117850,1
117851,1
117856,1
117857,1
117858,1
117859,1
117861,1
117864,1
117867,1
117868,1
117869,1
117870,1
117873,1
117874,1
117876,1
117878,1
117879,1
117880,1
117881,1
117884,1
117885,1
117888,1
117889,1
117892,1
117895,1
117896,1
117897,1
117901,1
117904,1
117905,1
117907,1
117908,1
117911,1
117914,1
117916,1
117917,1
117920,1
117921,1
117925,1
117927,1
117928,1
117929,1
117930,1
117931,1
117933,1
117934,1
117935,1
117937,1
117940,1
117944,1
117945,1
117946,1
117949,1
117950,1
117951,1
117953,1
117954,1
117955,1
117956,1
117957,1
117958,1
117960,1
117961,1
117965,1
117967,1
117969,1
117972,1
117973,1
117974,1
117978,1
117981,1
117982,1
117983,1
117984,1
117985,1
117986,1
117987,1
117988,1
117989,1
117990,1
117991,1
117993,1
117994,1
117997,1
117999,1
118000,1
118004,1
118005,1
118007,1
118008,1
118009,1
118010,1
118011,1
118012,1
118015,1
118017,1
118018,1
118019,1
118020,1
118021,1
118023,1
118027,1
118029,1
118034,1
118035,1
118037,1
118038,1
118039,1
118040,1
118041,1
118045,1
118046,1
118048,1
118052,1
118053,1
118055,1
118056,1
118058,1
118060,1
118061,1
118063,1
118065,1
118068,1
118071,1
118073,1
118074,1
118077,1
118078,1
118079,1
118080,1
118081,1
118082,1
118084,1
118087,1
118090,1
118091,1
118093,1
118094,1
118095,1
118096,1
118098,1
118101,1
118103,1
118111,1
118112,1
118113,1
118114,1
118115,1
118118,1
118119,1
118124,1
118125,1
118127,1
118128,1
118130,1
118132,1
118134,1
118135,1
118140,1
118141,1
118142,1
118145,1
118146,1
118149,1
118150,1
118151,1
118153,1
118154,1
118155,1
118156,1
118158,1
118159,1
118161,1
118163,1
118164,1
118165,1
118167,1
118168,1
118171,1
118173,1
118176,1
118177,1
118178,1
118179,1
118180,1
118181,1
118183,1
118189,1
118191,1
118192,1
118196,1
118197,1
118200,1
118202,1
118203,1
118208,1
118210,1
118214,1
118217,1
118219,1
118220,1
118222,1
118223,1
118224,1
118226,1
118228,1
118230,1
118234,1
118235,1
118237,1
118242,1
118243,1
118245,1
118246,1
118247,1
118248,1
118254,1
118256,1
118258,1
118259,1
118260,1
118261,1
118263,1
118264,1
118265,1
118266,1
118267,1
118269,1
118270,1
118271,1
118272,1
118274,1
118275,1
118276,1
118277,1
118279,1
118281,1
118282,1
118283,1
118285,1
118287,1
118288,1
118289,1
118290,1
118291,1
118292,1
118293,1
118294,1
118295,1
118298,1
118300,1
118302,1
118303,1
118304,1
118305,1
118306,1
118308,1
118310,1
118311,1
118312,1
118313,1
118314,1
118315,1
118316,1
118317,1
118318,1
118320,1
118322,1
118326,1
118327,1
118328,1
118333,1
118334,1
118335,1
118337,1
118340,1
118342,1
118344,1
118345,1
118347,1
118350,1
118351,1
118353,1
118354,1
118355,1
118358,1
118360,1
118364,1
118367,1
118369,1
118371,1
118372,1
118375,1
118376,1
118377,1
118378,1
118379,1
118380,1
118383,1
118384,1
118385,1
118386,1
118393,1
118395,1
118397,1
118398,1
118399,1
118404,1
118407,1
118408,1
118409,1
118410,1
118411,1
118412,1
118413,1
118417,1
118418,1
118419,1
118421,1
118422,1
118423,1
118424,1
118425,1
118426,1
118427,1
118428,1
118429,1
118431,1
118433,1
118434,1
118435,1
118439,1
118444,1
118445,1
118446,1
118447,1
118448,1
118451,1
118452,1
118457,1
118458,1
118462,1
118465,1
118466,1
118467,1
118468,1
118470,1
118473,1
118476,1
118480,1
118482,1
118483,1
118484,1
118485,1
118487,1
118489,1
118490,1
118492,1
118493,1
118499,1
118500,1
118501,1
118502,1
118504,1
118505,1
118506,1
118508,1
118509,1
118510,1
118512,1
118513,1
118516,1
118517,1
118520,1
118522,1
118524,1
118528,1
118529,1
118531,1
118532,1
118533,1
118534,1
118535,1
118537,1
118538,1
118539,1
118540,1
118541,1
118542,1
118544,1
118547,1
118549,1
118550,1
118551,1
118555,1
118558,1
118560,1
118561,1
118564,1
118565,1
118568,1
118572,1
118573,1
118578,1
118582,1
118583,1
118585,1
118587,1
118588,1
118589,1
118591,1
118594,1
118596,1
118600,1
118602,1
118603,1
118605,1
118607,1
118609,1
118616,1
118617,1
118618,1
118619,1
118621,1
118622,1
118623,1
118625,1
118630,1
118632,1
118633,1
118634,1
118639,1
118641,1
118643,1
118644,1
118645,1
118648,1
118651,1
118653,1
118654,1
118655,1
118662,1
118664,1
118665,1
118666,1
118672,1
118674,1
118675,1
118678,1
118680,1
118681,1
118683,1
118686,1
118688,1
118689,1
118690,1
118693,1
118694,1
118695,1
118696,1
118699,1
118700,1
118703,1
118705,1
118708,1
118710,1
118711,1
118712,1
118714,1
118718,1
118719,1
118720,1
118724,1
118725,1
118726,1
118727,1
118728,1
118729,1
118730,1
118731,1
118734,1
118735,1
118736,1
118737,1
118739,1
118741,1
118742,1
118747,1
118749,1
118753,1
118754,1
118756,1
118758,1
118759,1
118760,1
118761,1
118764,1
118765,1
118766,1
118769,1
118770,1
118772,1
118774,1
118779,1
118781,1
118783,1
118784,1
118786,1
118787,1
118788,1
118790,1
118793,1
118794,1
118795,1
118798,1
118800,1
118801,1
118802,1
118804,1
118806,1
118807,1
118810,1
118815,1
118816,1
118817,1
118818,1
118819,1
118820,1
118821,1
118822,1
118823,1
118825,1
118827,1
118828,1
118831,1
118835,1
118836,1
118837,1
118838,1
118840,1
118842,1
118845,1
118846,1
118847,1
118848,1
118850,1
118852,1
118854,1
118856,1
118857,1
118858,1
118860,1
118861,1
118863,1
118866,1
118872,1
118874,1
118875,1
118880,1
118881,1
118882,1
118883,1
118884,1
118886,1
118887,1
118888,1
118889,1
118894,1
118895,1
118896,1
118898,1
118899,1
118904,1
118905,1
118908,1
118909,1
118910,1
118912,1
118913,1
118915,1
118917,1
118922,1
118923,1
118926,1
118927,1
118930,1
118931,1
118934,1
118935,1
118937,1
118938,1
118940,1
118942,1
118946,1
118947,1
118949,1
118951,1
118955,1
118959,1
118960,1
118961,1
118963,1
118964,1
118967,1
118969,1
118970,1
118972,1
118973,1
118975,1
118976,1
118978,1
118979,1
118982,1
118985,1
118986,1
118987,1
118990,1
118991,1
118993,1
118994,1
118996,1
118997,1
118998,1
119001,1
119002,1
119004,1
119006,1
119007,1
119009,1
119012,1
119014,1
119015,1
119020,1
119021,1
119022,1
119023,1
119024,1
119025,1
119028,1
119030,1
119032,1
119033,1
119034,1
119035,1
119038,1
119041,1
119044,1
119045,1
119046,1
119047,1
119051,1
119053,1
119055,1
119056,1
119057,1
119058,1
119060,1
119062,1
119063,1
119064,1
119068,1
119070,1
119071,1
119072,1
119073,1
119075,1
119077,1
119078,1
119079,1
119085,1
119086,1
119087,1
119088,1
119091,1
119096,1
119097,1
119100,1
119103,1
119105,1
119106,1
119111,1
119112,1
119113,1
119114,1
119115,1
119117,1
119118,1
119120,1
119122,1
119124,1
119127,1
119129,1
119131,1
119133,1
119135,1
119136,1
119139,1
119141,1
119142,1
119144,1
119145,1
119147,1
119148,1
119149,1
119150,1
119151,1
119152,1
119153,1
119159,1
119160,1
119162,1
119164,1
119165,1
119167,1
119169,1
119171,1
119173,1
119174,1
119175,1
119176,1
119177,1
119179,1
119182,1
119183,1
119186,1
119187,1
119188,1
119189,1
119190,1
119191,1
119192,1
119194,1
119195,1
119198,1
119202,1
119204,1
119205,1
119206,1
119207,1
119209,1
119210,1
119214,1
119217,1
119218,1
119219,1
119220,1
119222,1
119223,1
119224,1
119225,1
119226,1
119227,1
119228,1
119229,1
119230,1
119233,1
119236,1
119237,1
119238,1
119239,1
119240,1
119242,1
119243,1
119244,1
119246,1
119249,1
119250,1
119251,1
119252,1
119253,1
119256,1
119257,1
119258,1
119261,1
119262,1
119263,1
119265,1
119268,1
119269,1
119272,1
119275,1
119277,1
119279,1
119283,1
119284,1
119285,1
119287,1
119288,1
119291,1
119293,1
119294,1
119295,1
119296,1
119298,1
119300,1
119301,1
119304,1
119309,1
119312,1
119315,1
119316,1
119317,1
119318,1
119319,1
119321,1
119322,1
119324,1
119327,1
119328,1
119329,1
119330,1
119331,1
119333,1
119334,1
119336,1
119337,1
119339,1
119340,1
119343,1
119345,1
119348,1
119350,1
119351,1
119352,1
119353,1
119358,1
119359,1
119360,1
119361,1
119362,1
119364,1
119365,1
119368,1
119374,1
119375,1
119376,1
119377,1
119381,1
119382,1
119385,1
119391,1
119392,1
119393,1
119395,1
119396,1
119397,1
119398,1
119399,1
119400,1
119401,1
119404,1
119405,1
119406,1
119408,1
119410,1
119411,1
119412,1
119413,1
119414,1
119417,1
119419,1
119420,1
119422,1
119424,1
119426,1
119428,1
119429,1
119430,1
119433,1
119435,1
119436,1
119440,1
119444,1
119445,1
119446,1
119447,1
119450,1
119452,1
119455,1
119459,1
119460,1
119461,1
119462,1
119463,1
119464,1
119465,1
119466,1
119467,1
119468,1
119469,1
119470,1
119471,1
119473,1
119478,1
119479,1
119480,1
119481,1
119483,1
119487,1
119488,1
119490,1
119493,1
119494,1
119495,1
119496,1
119498,1
119500,1
119501,1
119502,1
119504,1
119506,1
119507,1
119508,1
119512,1
119513,1
119514,1
119515,1
119517,1
119518,1
119520,1
119522,1
119524,1
119527,1
119528,1
119529,1
119530,1
119532,1
119533,1
119535,1
119537,1
119539,1
119540,1
119545,1
119546,1
119547,1
119548,1
119549,1
119550,1
119551,1
119552,1
119555,1
119556,1
119560,1
119562,1
119563,1
119565,1
119567,1
119570,1
119574,1
119575,1
119577,1
119578,1
119582,1
119583,1
119584,1
119585,1
119586,1
119589,1
119590,1
119594,1
119597,1
119598,1
119599,1
119600,1
119601,1
119602,1
119604,1
119608,1
119609,1
119611,1
119612,1
119618,1
119619,1
119620,1
119624,1
119626,1
119627,1
119629,1
119631,1
119632,1
119633,1
119634,1
119635,1
119636,1
119638,1
119640,1
119643,1
119645,1
119646,1
119648,1
119649,1
119652,1
119654,1
119655,1
119656,1
119660,1
119661,1
119663,1
119664,1
119665,1
119667,1
119670,1
119671,1
119672,1
119675,1
119676,1
119677,1
119678,1
119682,1
119685,1
119688,1
119690,1
119692,1
119694,1
119698,1
119699,1
119700,1
119701,1
119702,1
119703,1
119705,1
119706,1
119707,1
119708,1
119709,1
119711,1
119713,1
119716,1
119720,1
119722,1
119724,1
119726,1
119728,1
119729,1
119730,1
119732,1
119733,1
119735,1
119736,1
119740,1
119741,1
119742,1
119743,1
119744,1
119745,1
119748,1
119749,1
119751,1
119752,1
119753,1
119754,1
119755,1
119759,1
119760,1
119761,1
119762,1
119763,1
119764,1
119765,1
119766,1
119767,1
119768,1
119769,1
119770,1
119771,1
119772,1
119774,1
119776,1
119778,1
119780,1
119781,1
119784,1
119786,1
119787,1
119788,1
119790,1
119791,1
119792,1
119795,1
119798,1
119799,1
119801,1
119802,1
119804,1
119805,1
119806,1
119807,1
119808,1
119810,1
119811,1
119812,1
119815,1
119816,1
119818,1
119819,1
119823,1
119826,1
119827,1
119828,1
119829,1
119830,1
119834,1
119835,1
119836,1
119838,1
119839,1
119842,1
119843,1
119846,1
119849,1
119850,1
119851,1
119852,1
119858,1
119860,1
119861,1
119862,1
119863,1
119865,1
119866,1
119867,1
119873,1
119874,1
119876,1
119879,1
119881,1
119882,1
119883,1
119885,1
119886,1
119887,1
119888,1
119889,1
119891,1
119892,1
119893,1
119894,1
119895,1
119896,1
119898,1
119900,1
119901,1
119907,1
119908,1
119909,1
119911,1
119915,1
119916,1
119917,1
119918,1
119919,1
119922,1
119925,1
119926,1
119927,1
119928,1
119932,1
119933,1
119939,1
119943,1
119944,1
119946,1
119947,1
119953,1
119954,1
119956,1
119958,1
119966,1
119969,1
119970,1
119974,1
119975,1
119979,1
119982,1
119983,1
119984,1
119985,1
119986,1
119988,1
119989,1
119994,1
119995,1
119997,1
119998,1
119999,1
120001,1
120003,1
120004,1
120007,1
120010,1
120011,1
120012,1
120014,1
120015,1
120016,1
120017,1
120018,1
120019,1
120023,1
120025,1
120026,1
120029,1
120030,1
120031,1
120032,1
120033,1
120035,1
120036,1
120037,1
120038,1
120039,1
120040,1
120042,1
120043,1
120044,1
120047,1
120049,1
120050,1
120052,1
120054,1
120055,1
120056,1
120062,1
120064,1
120066,1
120068,1
120070,1
120071,1
120074,1
120077,1
120078,1
120079,1
120080,1
120081,1
120083,1
120084,1
120085,1
120088,1
120089,1
120091,1
120094,1
120096,1
120097,1
120098,1
120100,1
120103,1
120104,1
120105,1
120106,1
120107,1
120108,1
120109,1
120111,1
120116,1
120117,1
120118,1
120119,1
120120,1
120121,1
120122,1
120123,1
120124,1
120125,1
120127,1
120129,1
120130,1
120132,1
120136,1
120137,1
120139,1
120140,1
120142,1
120143,1
120145,1
120146,1
120147,1
120148,1
120149,1
120150,1
120151,1
120152,1
120153,1
120154,1
120156,1
120157,1
120161,1
120162,1
120163,1
120164,1
120166,1
120168,1
120169,1
120170,1
120171,1
120172,1
120173,1
120175,1
120177,1
120180,1
120182,1
120185,1
120186,1
120187,1
120188,1
120189,1
120193,1
120196,1
120197,1
120198,1
120201,1
120202,1
120206,1
120208,1
120209,1
120210,1
120212,1
120213,1
120214,1
120216,1
120217,1
120219,1
120222,1
120226,1
120228,1
120230,1
120231,1
120233,1
120234,1
120235,1
120236,1
120237,1
120238,1
120241,1
120242,1
120245,1
120247,1
120249,1
120250,1
120253,1
120257,1
120258,1
120259,1
120260,1
120264,1
120265,1
120266,1
120267,1
120268,1
120269,1
120273,1
120274,1
120278,1
120280,1
120285,1
120286,1
120288,1
120289,1
120290,1
120292,1
120293,1
120294,1
120295,1
120298,1
120299,1
120301,1
120307,1
120308,1
120312,1
120313,1
120315,1
120316,1
120318,1
120319,1
120331,1
120332,1
120335,1
120338,1
120342,1
120344,1
120346,1
120348,1
120351,1
120352,1
120353,1
120354,1
120358,1
120361,1
120362,1
120364,1
120369,1
120371,1
120372,1
120373,1
120374,1
120375,1
120376,1
120377,1
120378,1
120380,1
120382,1
120383,1
120385,1
120386,1
120387,1
120388,1
120389,1
120391,1
120392,1
120393,1
120396,1
120399,1
120400,1
120408,1
120410,1
120411,1
120414,1
120415,1
120423,1
120424,1
120427,1
120428,1
120429,1
120431,1
120433,1
120434,1
120435,1
120437,1
120439,1
120440,1
120442,1
120444,1
120447,1
120448,1
120449,1
120452,1
120453,1
120454,1
120457,1
120463,1
120464,1
120465,1
120466,1
120471,1
120472,1
120473,1
120475,1
120476,1
120478,1
120479,1
120482,1
120484,1
120486,1
120490,1
120493,1
120494,1
120495,1
120496,1
120498,1
120499,1
120500,1
120501,1
120502,1
120503,1
120504,1
120505,1
120507,1
120508,1
120509,1
120511,1
120512,1
120513,1
120515,1
120517,1
120520,1
120523,1
120524,1
120525,1
120526,1
120528,1
120530,1
120532,1
120533,1
120534,1
120535,1
120537,1
120538,1
120540,1
120541,1
120542,1
120544,1
120545,1
120546,1
120549,1
120550,1
120551,1
120552,1
120555,1
120557,1
120558,1
